dwa_id,dwa_title,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,verdict,confidence,rationale,rubric_version,model,scored_at,n_raters,score_disagreement,raters
4.A.1.a.2.e.1,Monitor patient progress or responses to treatments.,22.5,50.0,57.5,55.0,71.0,90.0,87.5,human_anchored,high,"Models can synthesise labs, vitals and notes well, but clinical responsibility for interpreting a patient's trajectory and changing treatment is legally vested in a licensed clinician who must also observe the patient directly.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.1.a.2.e.2,Monitor clients to evaluate treatment progress.,15.0,42.5,37.5,77.5,71.0,79.0,69.0,human_anchored,medium,"Judging whether a client is actually improving depends on rapport, affect and disclosure within a therapeutic relationship; the evidence is generated by the human contact itself.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,5.9,claude-opus-5;claude-sonnet-5
4.A.1.a.2.e.3,Monitor patients following surgeries or other treatments.,22.5,36.5,74.0,49.0,67.5,91.0,93.5,human_anchored,high,"Telemetry and early-warning scores automate detection, but post-procedure deterioration demands bedside assessment and immediate physical intervention under licensed accountability.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.1.a.2.e.4,Monitor animal behavior or condition.,29.0,30.0,68.5,15.0,53.5,45.0,50.0,augmentable,medium,"Precision-livestock sensors and vision systems reliably flag lameness, feeding and estrus in confined settings, yet diagnosing subtle condition changes and handling the animal still requires a stockperson on site.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,9.1,claude-opus-5;claude-sonnet-5
4.A.1.a.2.e.5,Monitor health or behavior of people or animals.,22.5,35.0,65.0,47.5,60.0,67.5,67.5,resistant,low,"Written broadly, this spans wearables-based tracking through direct custodial observation; the in-person duty of care over a living subject is what blocks end-to-end automation.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.1.a.2.e.7,"Monitor patient conditions during treatments, procedures, or activities.",25.0,35.0,75.0,43.5,67.5,92.5,92.5,human_anchored,high,"Intraprocedural monitors already compute and alarm automatically, but standards of care and licensure require a named attendant physically present to interpret and respond within seconds.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,9.7,claude-opus-5;claude-sonnet-5
4.A.1.a.2.e.8,Monitor nutrition related activities of individuals or groups.,36.5,63.5,27.5,50.0,45.0,46.5,40.0,augmentable,medium,"Intake logging and nutrient analysis are well handled by software, but verifying what people actually eat and adjusting plans for medical or behavioural realities requires human observation and counselling.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.1.a.2.f.1,Monitor performance of organizational members or partners.,28.5,59.0,8.0,70.0,57.5,65.0,47.5,human_anchored,medium,"Activity and output metrics are trivially instrumented, but appraising a person's performance carries employment-law and fairness consequences that a named supervisor must own, and much of the signal comes from relational context invisible to systems.",2026-09-16.1,claude-opus-5,2026-09-16T21:54:40Z,2,8.4,claude-opus-5;claude-sonnet-5
4.A.1.a.2.f.3,Monitor student performance.,35.0,65.0,15.0,60.0,50.0,55.0,37.5,augmentable,medium,"Learning-management dashboards and automated grading already surface much of the signal, but interpreting a student's trajectory and deciding what it means for them remains a relational, accountable teacher act.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.1.a.2.f.6,Monitor activities of individuals to ensure safety or compliance with rules.,30.0,35.0,50.0,47.5,52.5,70.0,62.5,resistant,medium,"Camera-based behaviour analytics can flag anomalies, but judging intent, intervening with the person and bearing responsibility for a safety call keeps a human present.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.1.a.2.g.12,Patrol natural areas to ensure safety or enforce regulations.,10.0,10.0,92.5,40.0,47.5,67.5,60.0,human_anchored,high,Patrolling rough terrain and confronting visitors requires bodily presence and enforcement authority; drones and sensors supplement coverage but cannot issue citations or render aid.,2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.1.a.2.g.13,Monitor work environment to ensure safety or adherence to specifications.,37.5,37.5,60.0,27.5,47.5,62.5,62.5,resistant,medium,"Fixed sensors and machine vision cover known hazard classes, but walking a site and noticing unanticipated deviations from spec still needs an on-site, answerable observer.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.1.a.2.g.5,Patrol properties to maintain safety.,25.0,12.5,85.0,32.5,40.0,60.0,57.5,resistant,medium,"CCTV analytics and patrol robots are commercially deployed for surveillance, but physical presence, deterrence and hands-on response to incidents remain human.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.1.a.2.g.8,Monitor alarm systems.,82.5,42.5,12.5,12.5,22.5,50.0,57.5,largely_automatable,high,"Alarm detection, verification and dispatch routing are already largely software; the residual human role is liability-driven confirmation of ambiguous or false alarms.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,15.7,claude-opus-5;claude-sonnet-5
4.A.1.a.2.h.1,Monitor market conditions or trends.,52.5,82.5,2.5,12.5,65.0,35.0,40.0,largely_automatable,medium,"Ingesting price, volume and news feeds and summarising trends is squarely a data-and-text task that deployed analytics plus LLMs already do continuously.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.1.a.2.h.3,Monitor external affairs or events affecting business operations.,45.0,81.5,2.5,22.5,67.5,40.0,45.0,augmentable,medium,"Scanning regulatory, political and competitive signals is text-native, but deciding which weak signals actually threaten the business relies on insider context and executive judgment.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.1.a.2.i.2,Monitor environmental conditions to detect hazards.,60.0,35.0,50.0,7.5,45.0,62.5,72.5,augmentable,medium,"Continuous gas, radiation and air-quality sensor networks automate detection well; the binding constraint is deploying and calibrating instruments in situ and owning the hazard call.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.1.a.2.i.3,Measure environmental characteristics.,65.0,25.0,62.5,2.5,27.5,42.5,40.0,augmentable,medium,"Instrumented and telemetered measurement is routine, but field sampling at unmonitored locations still requires someone to carry and operate the equipment.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,15.7,claude-opus-5;claude-sonnet-5
4.A.1.a.2.i.4,Monitor activities affecting environmental quality.,35.0,50.0,42.5,27.5,57.5,62.5,57.5,resistant,low,"Remote sensing and permit data flag likely violations, but linking observed activity to regulatory consequence requires site verification and a legally accountable officer.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,12.1,claude-opus-5;claude-sonnet-5
4.A.1.a.2.i.6,Inspect condition of natural environments.,27.5,32.5,75.0,7.5,55.0,47.5,45.0,resistant,medium,"Satellite and drone imagery automate landscape-scale change detection, but assessing soil, species and habitat condition demands on-the-ground expert observation.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:04Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.1.a.2.j.1,Monitor the security of digital information.,57.5,67.5,2.5,10.0,57.5,60.0,72.5,augmentable,high,"SIEM, EDR and anomaly-detection pipelines already automate detection and triage at scale, but adversarial novelty and the consequences of a missed or mishandled breach keep a named analyst in the escalation loop.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.1.a.2.j.2,Monitor the performance of computer networks.,79.0,52.5,5.0,5.0,32.5,37.5,50.0,largely_automatable,high,"Network telemetry is machine-readable and thresholding/alerting is a solved, commercially standard function; humans are only pulled in for remediation decisions, not the monitoring itself.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.1.a.2.j.3,Monitor computer system performance to ensure proper operation.,80.0,52.5,5.0,4.0,30.0,35.0,47.5,largely_automatable,high,System observability stacks with automated alerting and self-healing runbooks already own continuous performance monitoring end-to-end in mainstream IT operations.,2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.10,Determine operational compliance with regulations or standards.,27.5,70.0,17.5,25.0,65.0,77.5,65.0,human_anchored,medium,"Mapping evidence to regulatory text is squarely in reach of language models, but a compliance determination is a legally consequential act that an identified, often licensed, person must own.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,12.1,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.11,Monitor medical facility activities to ensure adherence to standards or regulations.,20.0,55.0,52.5,52.5,62.5,87.5,78.5,human_anchored,high,"Requires walking clinical areas, observing staff practice and interpreting accreditation standards under licensure; patient-safety accountability cannot be delegated to a system.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.2,Inspect products or operations to ensure that standards are met.,48.5,37.5,67.5,15.0,40.0,55.0,55.0,augmentable,medium,"Machine-vision and in-line gauging handle high-volume product inspection well, but heterogeneous items, tactile checks and operational context still require an inspector physically present.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,3.3,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.3,Monitor operations to ensure compliance with safety or security policies or regulations.,31.5,47.5,50.0,40.0,57.5,80.0,80.0,human_anchored,medium,"Sensors and video analytics catch some violations, but safety and security oversight involves confronting behaviour in situ and carries statutory liability that attaches to a person.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,3.9,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.4,Monitor organizational compliance with regulations.,31.0,72.5,10.0,37.5,62.5,82.5,67.5,human_anchored,medium,"Largely document- and data-based, so models can do much of the reading and cross-referencing, yet regulators require an accountable compliance officer to attest and to exercise interpretive discretion.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.5,Verify that medical activities or operations meet standards.,20.0,57.5,45.0,47.5,65.0,88.5,82.5,human_anchored,high,"Verification of clinical standards is an attestation act under professional licensure; the binding constraint is legal responsibility for patient harm, not analytic capability.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.6,Monitor processes for compliance with standards.,48.5,50.0,35.0,20.0,42.5,55.0,55.0,augmentable,medium,Instrumented processes with statistical process control are already largely self-monitoring; the residual human role is interpreting drift and authorising deviations.,2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,3.1,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.8,Monitor operational activities to ensure compliance with regulations or standard operating procedures.,35.0,55.0,40.0,34.0,50.0,68.5,61.0,resistant,medium,Observing whether people actually follow SOPs in live operations demands presence and situational reading that logs and cameras only partially capture.,2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.1.a.2.k.9,Evaluate construction projects to determine compliance with external standards or regulations.,16.0,50.0,75.0,35.0,60.0,85.0,80.0,human_anchored,high,Code compliance turns on physical inspection of partly concealed work at a site and on a certified inspector's signature that carries structural-safety liability.,2026-09-16.1,claude-opus-5,2026-09-16T21:55:11Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.1.b.1.a.3,Mark materials or objects for identification.,71.0,12.5,81.5,5.0,11.0,20.0,25.0,largely_automatable,medium,"Labelling and marking is already mechanised in high-volume settings via print-and-apply and laser marking systems; the binding constraint is only the physical handling of varied, unstructured items in low-volume or field contexts.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:05Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.1.b.1.b.1,Identify opportunities for green initiatives.,25.0,75.0,7.5,32.5,67.5,35.0,30.0,augmentable,medium,"Scanning regulations, benchmarks and operational data to propose sustainability options is well within LLM reach, but selecting initiatives depends on organisational context and stakeholder buy-in that a model cannot own.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:05Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.1.b.1.b.2,Identify potential customers.,62.5,77.5,5.0,27.5,42.5,17.5,15.0,largely_automatable,high,"Prospect identification and lead scoring are already productised in CRM and intent-data platforms; errors are cheap and self-correcting, so little human anchoring is needed.",2026-09-16.1,claude-opus-5,2026-09-16T21:55:05Z,2,6.4,claude-opus-5;claude-sonnet-5
