dwa_id,dwa_title,susceptibility,exposure,anchoring,stakes,deployment_gap,verdict,confidence,n_occupations,n_tasks,rationale
4.A.1.a.1.r.2,Conduct historical research.,76.6,82.5,29.4,22.5,42.5,augmentable,medium,2,2,"The work is reading, collating and arguing over text, which models do well, but undigitised archives require physical access and source-credibility judgment plus hallucination risk keeps a historian accountable for the interpretation."
4.A.1.a.2.h.1,Monitor market conditions or trends.,76.6,82.5,29.4,37.5,30.0,largely_automatable,medium,3,3,"Ingesting price, volume and news feeds and summarising trends is squarely a data-and-text task that deployed analytics plus LLMs already do continuously."
4.A.3.b.6.a.2,"Prepare financial documents, reports, or budgets.",76.6,82.5,29.4,60.0,32.5,augmentable,high,4,5,"Ledger systems and LLMs can assemble and draft most statements and budget schedules, but attestation, assumption-setting and regulatory sign-off require a named accountable preparer."
4.A.3.b.6.g.4,Prepare proposals or grant applications to obtain project funding.,76.6,84.0,30.8,45.0,44.0,augmentable,medium,12,13,"Writing and compliance-checking funding applications is text-heavy and well served by models, but budget commitments and certification of accuracy rest on a named applicant."
4.A.1.a.1.f.1,Gather organizational performance information.,76.4,77.5,24.7,31.2,19.0,largely_automatable,medium,1,1,Most performance data already flows through BI and ERP pipelines that automate collection; what resists is eliciting soft or undocumented performance signals from staff.
4.A.2.b.2.b.10,Design software applications.,76.2,85.0,32.6,43.8,54.0,augmentable,high,7,10,"Architectural design involves contested tradeoffs over cost, scale and maintainability elicited from stakeholders; models produce credible design options but cannot resolve which organisational constraints dominate."
4.A.3.b.2.f.1,Develop procedures for data management.,76.2,83.5,31.1,48.8,46.0,augmentable,medium,6,12,"Drafting data governance, retention and access procedures is largely document generation an LLM handles well, but the procedures must bind to a specific organizational and regulatory context and be owned by a data steward."
4.A.1.a.2.c.1,Monitor financial information.,76.1,79.0,26.8,52.8,6.5,largely_automatable,high,1,1,"Financial data is already digital and structured, so continuous tracking, variance flagging and narrative summarisation are routine software functions; only the sign-off on what the numbers mean stays human."
4.A.2.a.2.a.6,Evaluate data quality.,76.1,75.0,22.8,36.2,20.0,augmentable,medium,9,12,"Profiling, anomaly detection and rule-based data-quality tooling are mature, but deciding whether observed quality is fit for a given purpose remains a contextual professional judgment."
4.A.1.a.2.c.3,Monitor sales activities.,76.0,76.0,24.0,30.5,11.5,largely_automatable,high,1,1,CRM and BI platforms already ingest pipeline data and generate alerts and forecasts end-to-end; the binding constraint is only whether anyone acts on the output.
4.A.2.a.4.g.14,Analyze data to identify or resolve operational problems.,76.0,82.5,30.6,41.2,38.5,augmentable,medium,13,14,"Anomaly detection and root-cause suggestion are well automated, but confirming causes and enacting fixes usually requires tacit process knowledge and access to the physical or organisational system."
4.A.2.a.2.a.1,Verify accuracy of records.,75.9,72.5,20.6,42.5,3.5,largely_automatable,medium,1,1,"Rule-based reconciliation, validation logic and OCR-plus-matching already handle routine record verification; humans are retained mainly for exception handling and attestation."
4.A.3.b.6.i.3,Document network-related activities or tasks.,75.9,72.5,20.8,38.0,19.0,largely_automatable,medium,6,9,"Network discovery, configuration management and ticketing tools already auto-generate topology maps and activity logs, and LLMs write the narrative layer over them."
4.A.4.a.3.b.4,Provide educational information to the public.,75.9,80.0,28.1,27.5,25.0,augmentable,medium,1,1,"The content is pure information transfer that models handle well, but public education often happens in live settings where reading an audience and adapting delivery still binds it to a person."
4.A.4.c.3.e.2,Order instructional or library materials or equipment.,75.9,72.5,20.7,23.8,10.0,augmentable,medium,20,21,"The ordering transaction is trivially automatable, but selecting instructional and collection materials involves curricular fit, community standards and budget tradeoffs that a named selector typically owns."
4.A.3.b.6.i.5,Document design or development procedures.,75.7,76.5,25.1,42.5,36.5,augmentable,medium,8,11,"Much of this can be synthesized from version control, issue trackers and design artifacts, but completeness and fidelity to what was actually done require human verification."
4.A.4.a.3.b.2,Present sustainable products or services information to the public.,75.7,81.5,30.1,32.5,29.0,augmentable,medium,1,1,"This is essentially content generation and explanation, highly exposed to models; the constraint is that sustainability claims invite greenwashing liability and so need a human endorser."
4.A.4.a.3.b.3,Present information to the public.,75.7,80.0,28.7,28.8,25.0,augmentable,low,7,7,"Written and recorded public communication is already routinely machine-drafted, but live presentation and responsiveness to an audience still favour a human deliverer; the activity is too generic to score tightly."
4.A.3.b.6.h.2,Document operational procedures.,75.6,76.5,25.3,41.2,36.5,augmentable,medium,7,10,"Writing up how a process works is near-pure text generation that LLMs handle well, but the tacit, undocumented knowledge of the actual procedure has to be elicited from practitioners and validated before it becomes an authoritative document."
4.A.4.a.2.c.10,Report information to managers or other personnel.,75.6,77.5,26.2,32.5,27.5,largely_automatable,medium,1,1,Routine status and exception reporting upward is largely a data-aggregation-and-summarise task already handled by dashboards and automated reports.
4.A.2.a.3.a.4,Review documents or materials for compliance with policies or regulations.,75.5,83.0,32.0,60.0,40.5,augmentable,medium,1,1,"Regulatory interpretation is textual and highly LLM-exposed, but ambiguity in how rules apply to a specific document plus the liability attached to a compliance determination keeps a human as the decision owner."
4.A.3.b.1.f.10,Enter codes or other information into computers.,75.5,62.5,11.6,21.2,-25.0,largely_automatable,high,3,3,"OCR, document AI and RPA handle structured keying at scale in production today; residual human work is exception queues and ambiguous source documents."
4.A.3.b.1.f.3,Enter patient or treatment data into computers.,75.5,80.0,29.1,58.8,20.0,augmentable,medium,9,11,"Ambient scribes and interface engines already draft and post clinical data, but a licensed clinician must attest to the record because coding and charting errors propagate into care decisions and billing liability."
4.A.2.a.4.i.3,Analyze impact of legal or regulatory changes.,75.4,86.5,35.7,58.8,56.5,augmentable,medium,2,2,"Tracking and summarising legal change is largely text analysis, but forecasting how a change will bite on a specific organisation involves ambiguity and enforcement-practice knowledge that models get wrong in ways only counsel can catch."
4.A.1.a.1.m.2,Research crop management methods.,75.3,79.0,28.3,29.2,40.5,augmentable,medium,6,7,Agronomic literature and trial-data analysis are highly LLM-exposed; field plot experimentation and site-specific verification remain physical and seasonal.
4.A.2.a.2.a.2,Verify information or specifications.,75.3,75.0,24.4,40.0,16.0,augmentable,medium,1,1,"Cross-checking stated values against authoritative sources is highly rule-based and well served by validation software and LLM extraction, but the binding constraint is access to trustworthy reference sources and the residual need for a human to sign off on discrepancies."
4.A.2.a.4.e.8,Analyze costs and benefits of proposed designs or projects.,75.2,85.5,35.1,52.5,45.5,augmentable,medium,13,14,"The arithmetic of cost-benefit analysis is trivially automatable, but the results hinge on assumptions, discount rates and scope choices that are contestable and must be owned by a human analyst."
4.A.2.b.2.f.2,Develop technical or scientific databases.,75.1,77.5,27.2,37.5,40.0,augmentable,medium,8,9,"Model-generated DDL and ingestion code is already practical, but domain-specific data semantics, provenance and curation decisions still require a scientist's involvement."
4.A.3.b.2.a.3,Develop specifications or procedures for website development or maintenance.,75.1,79.0,28.8,35.0,40.0,augmentable,medium,3,9,"Web standards, style guides and maintenance procedures are text artifacts LLMs produce well; the constraint is eliciting and arbitrating what the organisation actually wants and enforcing it."
4.A.3.b.2.f.3,Develop information communication procedures.,75.1,80.0,29.8,36.2,50.0,augmentable,medium,3,4,"Communication protocols are essentially documentation work that models draft well; the constraint is fitting them to an organization's actual channels, culture and compliance context, which requires internal knowledge and sign-off."
